message,source
"Adhesions due to foreign body accidentally left in body following endoscopy (endo). Displaced pilon fracture of unspecified tibia, subsequent encounter follow up",AfriSpeech
She will follow-up with Dr. Welch with an echocardiogram on twenty forth July year two thousand and fifteen in a meeting to discuss risk stratification for sudden cardiac death and possible implantable cardioverter-defibrillator (ICD) placement .,AfriSpeech
"In these cases, fecal diversion is almost always required, and the patient may need repeated exploration for drainage of abscesses.",AfriSpeech
Utilizing RopeScan will minimize lane closures and the use of bucket trucks.,AfriSpeech
"Actress, Folorunsho Adeola, aka Arike Gold, has said keeping one's life out of the public domain has many advantages.",AfriSpeech
"Another typhoon, Atsani, with fifty five kph sustained winds and gusts of up to seventy kph, is gaining strength just outside the Philippines.",AfriSpeech
They vary greatly in size and shape.,AfriSpeech
"Evaluation of patients thought to have a congenital infection should include attempts to isolate the organism by culture for rubella, Cytomegalovirus (CMV), Herpes Simplex Virus (HSV), gonorrhea, and M.",AfriSpeech
"The President, Shell Cooperative, Martins Amos, expressed his delight with the project and showered encomium on Brains and Hammers for the professionalism displayed while delivering this project.",AfriSpeech
Left upper lip / Left nostril abscess,AfriSpeech
histolytica trophozoite in dysenteric faecal specimen.,AfriSpeech
"The Marrakesh railway station is linked by several trains running daily to other major cities in Morocco such as Casablanca , Tangiers , Fez , Meknes and Rabat . A modern high - speed rail system has been planned .",AfriSpeech
The concert attracted a mammoth crowd which assembled at the Tafawa Balewa Square in Lagos.,AfriSpeech
"Without us getting connected to the power supply from the national grid, getting signals and communications up and running is difficult.",AfriSpeech
The prosthesis decreases the volume of the oral cavity and allows the remaining tongue or soft tissue to articulate with the palate.,AfriSpeech
In addition we are aware of a number of private individuals and organisations who want to help and to donate money.,AfriSpeech
The course had multiple complications requiring pressors .,AfriSpeech
Diverticular disease of the colon,AfriSpeech
"Today, I straddle across professions without losing my first love which is the media.",AfriSpeech
"Her medication regimen was simplified, she maintained compliance with her treatment plan, and she achieved remission of her depressive symptoms.",AfriSpeech
This feature differentiates pyloric stenosis from most other obstructive lesions of early childhood.,AfriSpeech
"If high-grade dysplasia or intramucosal cancer is evident on more than one biopsy specimen, then treatment is escalated.",AfriSpeech
Facial cellulitis arising from an infected upper tooth.,AfriSpeech
"Other fracture of upper and lower end of right fibula, sequela. CAPSULE, ORAL PREGABALIN, PREGABALIN, SEVENTY FIVE MILIGRAM. Displaced fracture of medial malleolus of unspecified tibia, sequela",AfriSpeech
"Torus fracture of upper end of unspecified humerus, subsequent encounter. INJECTABLE,  INJECTION ARGATROBAN, ARGATROBAN, ONE HUNDRED MILIGRAM. War operations involving explosion of improvised explosive device (IED)",AfriSpeech
"CHEST Posteroanterior (PA) and lateral (LAT), Reason: chest pain, shortness of breath (sob).",AfriSpeech
This was felt most likely related to demand ischemia in the setting of heart failure and hypotension.,AfriSpeech
The resins can also decrease the absorption of fat-soluble vitamins.,AfriSpeech
"It is admittedly, not for want of funding.",AfriSpeech
"The sensitivity, specificity, and likelihood ratio of tumor size in predicting malignancy based on Surveillance, Epidemiology, and End Results program data were recently reported as ninety six, fifty one, and two for tumors four centimetre, and ninety, seventy eight, and for tumors six centimetre.",AfriSpeech
This is because it helps to make the sound louder for the large audience.,AfriSpeech
Aetiology various theories have been put forward to explain the effusion in the middle ear.,AfriSpeech
"Open bite of left shoulder, subsequent encounter. Penetrating wound with foreign body of left eyeball, subsequent encounter",AfriSpeech
Abdominal Computed Tomography (CT) in hepatic metastasis.,AfriSpeech
"Ingestions of large quantities of vitamins D and A are infrequent causes of hypercalcemia, as is immobilization.",AfriSpeech
"central venous line (CVL) intact, Lactated Ringer's Infusion (Riv), Fatigue Class (fat100) patient edematous.",AfriSpeech
"Who needs blood the most in Nigeria based on peoples age, gender and socioeconomic status?",AfriSpeech
Thyroglossal fistula develops from an infected cyst which has ruptured or from theincomplete removal of the sinus tract,AfriSpeech
The dental abnormalities can be detected in childhood or adolescence and recognition of this syndrome may be life-saving by suggesting the need for colectomy.,AfriSpeech
Those of us who are business leaders take pride in running a successful operation with an engaged team.,AfriSpeech
Afe Babalolas proposal is a red flag in front of a bull in every single scenario.,AfriSpeech
"The 120 press conferences headed by Premier Daniel Andrews, normally only viewing for die-hard political wonks, became a must watch part of the day.",AfriSpeech
Investigations done include pap smear with no intraepithelial lesion or malignancy. Chimfumnanya Sokunbi Lagos Ultrasound scan showed no sonographic abnormalities,AfriSpeech
"In January year two thousand and twenty one, it lifted 5542mnb; 9397mnb in February, and 7553mnb in March year two thousand and twenty one, making it a total of 108 million barrels for the period under review.",AfriSpeech
"A few days later, on 11-07, the patient began to develop dyspnea on exertion with normal activity .",AfriSpeech
"Other specified fracture of right acetabulum, subsequent encounter for;. Primary cyst of pars plana, unspecified eye",AfriSpeech
"He added that any Mangrove bearing state could hold the next edition which would be held every July 26th, same day with the International Day for the Conservation of the Mangrove Ecosystem.",AfriSpeech
Fullers tracheostomy tube. ,AfriSpeech
"However, if low levels of factors II, VII, IX, and X, vitamin K dependent factors exist as a result of hepatocellular dysfunction",AfriSpeech
"In Barker s home town of Oxford , a Wetherspoons pub on George Street is named after his Four Candles sketch . It is often used by Wikimedia for Oxford meetups .",AfriSpeech
This am patient felt worse too weak to do anything and complaining of dyspnea at rest.,AfriSpeech
"That night, the patient tried to self-treat with ibuprofen which decreased the chest pain but the symptoms were severe enough and peristed long enough that he became frightened and called nine one one.",AfriSpeech
"The country has recorded four hundred and eighty five cases per one hundred thousand people in the latest two-week period, roughly the same as Britain but just more than half that of France.",AfriSpeech
The Bill had proposed to increase to thirty years.,AfriSpeech
"An adequate supply of soap, disinfectant, hand sanitizer, and paper towels must be available at all times.",AfriSpeech
"He told his relatives that if his wife became indifferent to him, she would at least take care of their children with her higher income.",AfriSpeech
A small vein from a blood sinus of the brain passes through here.,AfriSpeech
"Striking against or struck by unspecified sports equipment, subsequent. Oral Tablet, Captopril, Captopril, twelve point five Milligram. Pathological fracture in other disease, unspecified humerus, subsequent",AfriSpeech
"Total mesorectal excision (TME), is a technique that uses sharp dissection along anatomic planes to ensure complete resection of the rectal mesentery during low and extended low anterior resections.",AfriSpeech
"But Vandenbroucke, with the prime ministers support, ultimately convinced sceptics in the government that social contArtemisinin-based Combination Therapies in the hospitality sector had been fuelling the crisis.",AfriSpeech
"The result was the Lanchester submachine gun, which saw service with the Royal Navy.",AfriSpeech
"Brief separations, such as those to attend school, camp, or other activities,are nearly a universal experience.",AfriSpeech
"Hematocrit (HCT) continues to drop follow coags as Partial Thromboplastin Time (PTT) very elevated this am, off heparin  continue to monitor infiltrate warm packs emotional support patient and family",AfriSpeech
